"DATE","TIME","OBS_GUST","OBS_WSPD","OBS_WDIR","OBS_PSFC","HWRFLES_GUST","HWRFLES_WSPD","HWRFLES_WDIR","HWRFLES_PSFC"
20210830.000000,0,33.9703,27.7766,129,998,20.4065,19.2786,133.403,999.586
20210830.000000,6,31.9708,21.5829,133,998.5,21.0286,20.3306,135.465,999.02
20210830.000000,12,36.7664,29.6732,129,997.6,22.2543,21.9512,138.762,998.765
20210830.000000,18,37.6659,29.9765,132,998.5,22.182,22.063,135.426,998.652
20210830.000000,24,31.2718,23.1814,164,998.9,23.3345,22.2626,134.816,998.144
20210830.000000,30,32.2741,26.5789,146,998.8,23.9885,23.4133,138.551,999.103
20210830.000000,36,35.6716,28.8765,143,998.5,23.9577,22.6801,137.015,999.1
20210830.000000,42,34.5716,26.178,139,998.9,24.0185,21.8961,135.673,998.431
20210830.000000,48,31.6727,26.3785,144,999.1,24.442,24.2792,138.92,997.797
20210830.000000,54,30.3723,25.479,143,999.4,23.4348,21.7973,139.074,999.022
20210830.000000,100,30.3723,23.4795,140,999.6,23.759,23.6445,138.94,997.95
20210830.000000,106,31.4722,24.1786,142,999.3,23.9525,23.1398,142.761,998.822
20210830.000000,112,31.7703,25.3762,141,999.8,23.7106,23.6554,138.7,998.198
20210830.000000,118,29.9765,23.7776,139,999.8,23.987,23.6144,142.981,998.172
20210830.000000,124,26.6766,22.1791,141,999.8,23.2436,22.8353,143.008,999.212
20210830.000000,130,30.0741,25.2785,140,999.8,24.0852,21.5397,142.206,999.121
20210830.000000,136,28.6761,24.5795,146,999.9,24.9165,22.3601,145.039,999.35
20210830.000000,142,28.9742,23.5772,146,999.9,22.5293,21.3258,143.851,1000.41
20210830.000000,148,31.9708,24.379,144,1000.1,23.5945,23.4274,144.415,998.531
20210830.000000,154,32.7726,27.278,145,1000.4,22.905,21.9228,144.371,999.756
20210830.000000,200,33.8726,26.3785,140,1000.7,24.9664,21.6809,147.426,999.925
20210830.000000,206,30.5727,26.0752,136,1000.6,25.2407,23.7084,147.282,1000.34
20210830.000000,212,29.6732,23.0786,139,1001.1,24.1388,22.6711,148.584,999.992
20210830.000000,218,30.5727,24.6771,140,1000.9,24.8788,16.6225,148.587,1000.17
20210830.000000,224,30.2746,22.9809,144,1000.9,23.7813,22.643,145.72,999.656
20210830.000000,230,31.2718,24.8776,135,1000.5,24.1429,21.9922,145.785,999.796
20210830.000000,236,31.3746,24.8776,141,1001.1,23.2037,22.7881,150.53,1000.84
20210830.000000,242,31.4722,22.7805,146,1001.3,23.3708,22.9396,152.425,1000.32
20210830.000000,248,29.077,23.2791,144,1001.5,22.9776,22.419,150.188,998.645
20210830.000000,254,27.6738,20.9815,144,1001.8,22.0166,21.5963,149.451,1000.19
20210830.000000,300,25.3762,22.6828,148,1002,22.6036,22.3378,148.768,1000.51
20210830.000000,306,27.8742,22.0814,147,1002,21.3369,21.3207,146.941,1000.95
20210830.000000,312,29.9765,25.5766,151,1002.5,21.8173,20.5805,150.596,1000.61
20210830.000000,318,26.7743,22.6828,145,1002,22.1165,21.8311,150.879,1000.6
20210830.000000,324,31.1741,23.0786,146,1002.4,21.4422,21.0524,150.302,1000.64
20210830.000000,330,30.1718,25.2785,141,1002.4,22.1965,21.623,151.783,1001.27
20210830.000000,336,28.5733,24.379,139,1002.2,21.5034,21.2309,151.735,1000.63
20210830.000000,342,29.6732,24.1786,141,1002.5,23.8376,21.3302,155.241,1000.9
20210830.000000,348,28.9742,24.0809,147,1002.2,21.7226,21.5996,156.34,1001.96
20210830.000000,354,29.4728,22.6828,146,1002.3,21.8471,21.5488,156.557,1002.11
20210830.000000,400,29.077,23.3819,152,1002.7,22.6542,21.4241,158.281,1000.47
20210830.000000,406,27.6738,23.0786,150,1002.7,22.2101,21.7471,158.402,1001.26
20210830.000000,412,28.5733,22.3796,152,1003,22.7033,20.9541,161.579,1001.88
20210830.000000,418,26.8771,22.58,153,1003.1,19.7907,19.7907,157.714,1001.82
20210830.000000,424,27.3756,20.6834,152,1003,22.6084,21.0793,159.331,1001.56
20210830.000000,430,28.7737,24.0809,152,1003.2,21.0786,19.3332,158.368,1002.16
20210830.000000,436,27.278,20.5806,151,1003.6,20.532,19.7499,162.819,1002.69
20210830.000000,442,26.3785,20.781,152,1003.8,21.1705,20.5768,164.136,1003.15
20210830.000000,448,23.68,19.8815,148,1003.8,20.3269,20.1231,163.843,1002.63
20210830.000000,454,27.3756,22.2819,149,1003.7,21.8083,18.1187,161.459,1002.39
20210830.000000,500,23.7776,20.3801,150,1003.7,20.6156,18.9958,164.092,1002.36
20210830.000000,506,27.8742,21.4801,152,1003.9,19.4704,18.4509,169.55,1002.23
20210830.000000,512,24.7799,18.8844,155,1004.2,20.9011,18.1695,175.428,1002.78
20210830.000000,518,24.7799,20.4829,155,1004.1,19.0657,19.0381,171.056,1003.79
20210830.000000,524,26.9747,20.3801,155,1004.2,20.2551,16.8486,160.455,1003.82
20210830.000000,530,24.2814,20.2824,154,1004.1,16.7081,16.6824,165.039,1004.86
20210830.000000,536,27.977,21.0843,158,1004.5,18.2211,15.3878,170.088,1003.41
20210830.000000,542,23.8804,20.4829,149,1004.3,19.6415,17.0946,174.893,1003.84
20210830.000000,548,28.0747,22.2819,161,1004.8,18.752,15.9729,168.349,1003.08
20210830.000000,554,24.8776,19.5834,155,1004.9,19.2881,17.2368,161.164,1004.9
20210830.000000,600,23.4795,19.9843,164,1005.1,17.4896,16.3116,164.292,1004.24
